City,State,Zip,Bank,BankState,NAICS,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementGross,BalanceGross,GrAppv,SBA_Appv,Defaulted
WEST VALLEY CITY,UT,84119,ZIONS FIRST NATIONAL BANK,UT,444120,78,4,1.0,0,4,0,1,N,N,35000.0,0.0,35000.0,35000.0,0
FLORENCE,AL,35630,FIRST SOUTHERN BANK,AL,0,3,15,2.0,0,0,1,0,N,N,350000.0,0.0,350000.0,262500.0,1
TORRANCE,CA,90505,"WORLD TRADE FINANCE,  INC.",CA,541330,12,12,1.0,0,12,1,1,0,N,500000.0,0.0,500000.0,450000.0,0
PONTE VEDRA BEACH,FL,32082,COMPASS BANK,AL,541410,84,1,1.0,0,1,1,1,Y,N,38833.0,0.0,20000.0,10000.0,0
LAKE CITY,MO,64063,BANK OF AMERICA NATL ASSOC,NC,326192,84,2,1.0,0,2,1,1,Y,N,5378.0,0.0,5000.0,2500.0,0
RALEIGH,NC,27604,BANK OF AMERICA NATL ASSOC,NC,561720,84,7,1.0,2,7,0,1,Y,N,115000.0,0.0,50000.0,25000.0,0
HOUSTON,TX,77005,WELLS FARGO BANK NATL ASSOC,TX,0,67,8,1.0,0,0,1,0,N,N,150000.0,0.0,150000.0,135000.0,1
ROCKFORD,MI,49341,FIFTH THIRD BANK,OH,0,96,5,2.0,0,0,1,0,0,Y,48000.0,0.0,48000.0,38400.0,0
CHARLTON,MA,1507,WELLS FARGO BANK NATL ASSOC,SD,441120,300,3,1.0,0,0,1,0,0,N,265000.0,0.0,275000.0,206250.0,0
AMHERST,NY,14150,FIRST NIAGARA BANK NATL ASSOC,NY,541512,48,6,1.0,0,0,0,0,N,N,228000.0,0.0,228000.0,193800.0,1
IOWA CITY,IA,52240,U.S. BANK NATIONAL ASSOCIATION,IA,422330,72,15,1.0,0,0,1,0,N,Y,50000.0,0.0,50000.0,45000.0,0
CHULA VISTA,CA,91910,PACIFIC WESTERN BANK,CA,811192,288,10,2.0,0,0,1,0,N,N,947076.0,0.0,947076.0,710307.0,0
JACKSONVILLE,FL,32217,"WACHOVIA BANK, A DIVISION OF",FL,0,84,11,1.0,0,0,1,0,N,N,200000.0,0.0,200000.0,148800.0,0
NEW YORK,NY,10282,JPMORGAN CHASE BANK NATL ASSOC,IL,624190,84,2,2.0,0,2,0,1,Y,N,27006.0,0.0,25000.0,12500.0,0
MARION,VA,24354,1ST BK & TR CO,VA,0,15,7,1.0,0,0,1,1,0,Y,20000.0,0.0,20000.0,16000.0,0
PIEDMONT,SD,57769,BLACK HILLS FCU,SD,812191,60,1,2.0,1,1,0,2,N,N,20000.0,0.0,20000.0,18000.0,0
GOLDTHWAITE,TX,76844,JPMORGAN CHASE BANK NATL ASSOC,IL,453220,84,2,1.0,0,0,1,0,0,N,25000.0,0.0,25000.0,12500.0,0
N. EDGECOMB,ME,4556,THE BANK OF MAINE,ME,0,240,1,1.0,0,0,1,0,N,N,145000.0,0.0,145000.0,130500.0,0
SOUTHLAKE,TX,76092,WELLS FARGO BANK NATL ASSOC,SD,0,120,2,1.0,6,0,1,1,0,N,460000.0,0.0,460000.0,345000.0,0
GLENDALE,WI,53217,"PNC BANK, NATIONAL ASSOCIATION",IL,621210,120,1,2.0,0,0,1,2,N,N,167334.0,0.0,167334.0,125501.0,0
BUFFALO,NY,14225,CITIZENS BANK NATL ASSOC,RI,447110,49,19,1.0,2,21,1,1,N,N,3230.0,0.0,5000.0,2500.0,0
MANITOWOC,WI,54220,U.S. BANK NATIONAL ASSOCIATION,OH,0,120,14,1.0,0,0,1,0,N,N,32742.0,0.0,38000.0,34200.0,0
STILLWATER,MN,55082,U.S. BANK NATIONAL ASSOCIATION,OH,238210,84,6,1.0,1,7,1,1,Y,N,83075.0,0.0,30000.0,15000.0,0
DECATUR,AL,35601,SOUTHERN DEVELOPMENT COUNCIL,AL,611110,240,60,1.0,20,40,0,0,N,N,188000.0,0.0,188000.0,188000.0,0
GLENBUELAH,WI,53023,U.S. BANK NATIONAL ASSOCIATION,WI,332115,60,3,1.0,0,0,1,0,N,N,60000.0,0.0,60000.0,54000.0,0
OXFORD,MA,1540,"FLAGSHIP BANK, A DIVISION OF",MA,0,12,1,1.0,1,1,1,1,Y,N,108314.0,0.0,40000.0,20000.0,0
TULSA,OK,74133,ONB BANK AND TRUST COMPANY,OK,722211,24,20,1.0,0,20,1,1,0,N,50000.0,0.0,50000.0,42500.0,0
DAYTON,OH,45414,U.S. BANK NATIONAL ASSOCIATION,OH,238990,29,2,1.0,0,2,0,1,Y,N,21248.0,0.0,10000.0,5000.0,1
ATLANTA,GA,30338,BRANCH BK. & TR CO,NC,454110,60,4,1.0,0,4,1,1,0,N,75000.0,0.0,75000.0,60000.0,0
MARRERO,LA,70072,JPMORGAN CHASE BANK NATL ASSOC,IL,517410,84,12,1.0,0,12,0,1,Y,N,137725.0,0.0,25000.0,12500.0,0
CUMMING,GA,30131,REGIONS BANK,AL,0,15,2,2.0,0,0,1,0,N,Y,97500.0,0.0,97500.0,87750.0,1
LAS VEGAS,NV,89103,MORTGAGE CAP. DEVEL CORP,CA,238990,240,60,1.0,10,0,1,1,0,N,492000.0,0.0,492000.0,492000.0,0
BORDEN,IN,47106,WELLS FARGO BANK NATL ASSOC,SD,447110,60,7,2.0,0,7,0,1,Y,N,30120.0,0.0,25000.0,12500.0,0
WINDSOR,CA,95492,SUMMIT STATE BANK,CA,541310,303,6,1.0,1,6,1,1,0,N,279000.0,0.0,279000.0,209250.0,0
BEAR,DE,19701,"SUPERIOR FINANCIAL GROUP, LLC",CA,541921,120,1,1.0,1,1,0,1,N,N,7500.0,0.0,7500.0,6750.0,1
WOODSTOCK,GA,30188,FIRST CHEROKEE STATE BANK,GA,0,240,15,1.0,0,0,73525,0,N,N,380000.0,0.0,420000.0,315000.0,0
COLUMBIA,SC,29203,CAPITAL ONE NATL ASSOC,VA,423720,49,2,1.0,10,2,0,1,N,N,25000.0,0.0,25000.0,12500.0,1
BUFFALO,NY,14214,BANK OF AMERICA NATL ASSOC,RI,233210,48,10,1.0,2,12,1,1,Y,N,153332.0,0.0,85000.0,42500.0,0
EAU CLAIRE,WI,54701,CHARTER BANK EAU CLAIRE,WI,492110,56,6,1.0,1,6,0,1,N,N,52500.0,0.0,52500.0,26250.0,0
San Jacinto,CA,92583,"BUSINESS LOAN CENTER, LLC",FL,713940,64,2,2.0,0,2,0,1,N,N,25000.0,0.0,25000.0,21250.0,0
NEW MIDDLETOWN,OH,44442,FIRST NATL BK OF PENNSYLVANIA,PA,512191,60,19,1.0,0,19,1,2,0,N,100000.0,0.0,100000.0,50000.0,0
NEW ORLEANS,LA,70124,IBERIABANK,LA,422310,65,2,2.0,0,0,1,1,0,Y,60000.0,0.0,60000.0,51000.0,0
LAS VEGAS,NV,89129,JPMORGAN CHASE BANK NATL ASSOC,NV,541810,84,1,1.0,0,1,1,2,Y,N,30000.0,0.0,30000.0,15000.0,0
JACKSON,NJ,8527,BANK OF AMERICA NATL ASSOC,RI,236115,36,2,2.0,0,2,1,1,Y,N,10000.0,0.0,10000.0,5000.0,0
SAN DIEGO,CA,92101,LOANS FROM OLD CLOSED LENDERS,DC,0,120,5,1.0,0,0,0,0,N,N,220000.0,0.0,220000.0,165000.0,0
BLOOMFIELD,NJ,7003,BANK OF AMERICA NATL ASSOC,NC,492210,84,1,2.0,1,1,0,1,Y,N,17586.0,0.0,10000.0,5000.0,0
SEATTLE,WA,98112,BANK OF AMERICA NATL ASSOC,WA,0,60,4,2.0,0,0,1,1,0,Y,30000.0,0.0,30000.0,24000.0,0
BELLMAWR,NJ,8031,WELLS FARGO BANK NATL ASSOC,SD,0,300,1,1.0,0,0,1,0,N,N,193000.0,0.0,193000.0,135100.0,0
LENEXA,KS,66215,BANK OF AMERICA NATL ASSOC,NC,0,60,1,2.0,0,0,1,0,0,N,50000.0,0.0,50000.0,25000.0,0
BLOOMINGTON,CA,92316,BANK OF AMERICA NATL ASSOC,NC,484110,84,2,1.0,2,2,1,1,Y,N,10000.0,0.0,10000.0,5000.0,0
CADIZ,KY,42211,BANK OF CADIZ & TR CO,KY,0,240,1,2.0,0,0,1,0,N,N,35000.0,0.0,35000.0,31500.0,0
MARYLAND HEIGHTS,MO,63043,"SUPERIOR FINANCIAL GROUP, LLC",CA,524210,109,2,1.0,1,2,0,1,N,,10000.0,0.0,10000.0,8500.0,1
BOULDER,CO,80304,JPMORGAN CHASE BANK NATL ASSOC,IL,812112,44,1,2.0,0,1,0,1,N,N,30300.0,0.0,30300.0,15150.0,1
Jefferson City,MO,65109,THE BANK OF MISSOURI,MO,722211,3,2,2.0,3,0,0,1,Y,N,19598.0,0.0,15000.0,7500.0,1
ALBUQUERQUE,NM,87111,ENCHANTMENT LAND CERT. DEVEL C,NM,541310,240,5,1.0,5,0,1,0,N,N,147000.0,0.0,147000.0,147000.0,0
TOMBALL,TX,77377,AMEGY BK NATL ASSOC,TX,812990,96,2,2.0,19,0,1,2,0,N,150000.0,0.0,150000.0,127500.0,0
TRENTON,NJ,8619,BANK OF AMERICA NATL ASSOC,NC,541613,9,4,1.0,2,4,1,1,N,N,69553.0,0.0,44500.0,22250.0,1
LOS ANGELES,CA,90005,BBCN BANK,CA,448190,62,6,1.0,1,1,0,1,N,N,35000.0,0.0,35000.0,29750.0,1
Easton,PA,18040,FIRST NATL BK OF PENNSYLVANIA,PA,541370,60,2,1.0,0,2,0,1,N,N,120000.0,0.0,120000.0,108000.0,0
Greenfield,MA,1301,"TD BANK, NATIONAL ASSOCIATION",DE,812112,120,4,1.0,0,0,1,1,T,N,4250.0,0.0,2500.0,1250.0,0
WESTMINSTER,CO,80234,AMER BUS. LENDING INC.,TX,0,243,51,1.0,0,0,1,0,0,N,530000.0,0.0,530000.0,397500.0,1
CEDAR RAPIDS,IA,52403,CEDAR RAPIDS BK & TR CO,IA,722211,84,7,1.0,0,0,1,1,N,N,70000.0,0.0,70000.0,59500.0,0
LAKEWOOD,CO,80215,WELLS FARGO BANK NATL ASSOC,SD,541940,123,15,1.0,0,15,1,1,0,N,350000.0,0.0,350000.0,262500.0,0
WICHITA,KS,67230,EMPRISE BANK,KS,442210,61,7,2.0,0,0,1,2,0,Y,95000.0,0.0,95000.0,76000.0,0
EASTCHESTER,NY,10709,CAPITAL ONE NATL ASSOC,VA,812112,84,12,1.0,0,12,1,1,N,N,50000.0,0.0,50000.0,25000.0,0
SAN DIEGO,CA,92121,U.S. BANK NATIONAL ASSOCIATION,CA,334513,12,23,1.0,0,0,1,0,N,N,200000.0,0.0,200000.0,150000.0,0
ATLANTA,GA,30306,"READYCAP LENDING, LLC",CA,0,300,24,2.0,0,0,1,0,0,N,370000.0,0.0,370000.0,222000.0,0
OAK PARK,IL,60302,FIRST MID-ILLINOIS BK & TRUST,IL,541110,33,2,1.0,0,2,0,1,N,N,50000.0,0.0,50000.0,25000.0,1
SAN BRUNO,CA,94066,BANK OF AMERICA CALIFORNIA N.A,CA,0,300,6,1.0,0,0,1,0,0,N,261000.0,0.0,261000.0,195750.0,0
PEABODY,MA,1960,SALEM FIVE CENTS SAVINGS BANK,MA,423990,35,2,2.0,4,6,1,1,Y,N,267500.0,0.0,130000.0,65000.0,0
CHICAGO,IL,60656,CAPITAL ONE NATL ASSOC,VA,484230,67,48,1.0,3,48,0,1,Y,N,70550.0,0.0,35000.0,17500.0,1
COLUMBUS,OH,43215,JPMORGAN CHASE BANK NATL ASSOC,IL,722211,63,20,2.0,19,20,1,1,0,N,250000.0,0.0,250000.0,125000.0,0
ALHAMBRA,CA,91801,BBCN BANK,CA,513322,69,3,2.0,2,3,1,1,0,N,5000.0,0.0,5000.0,4250.0,1
INGLEWOOD,CA,90301,BBCN BANK,CA,423450,12,6,1.0,6,6,1,1,Y,N,90000.0,0.0,50000.0,25000.0,0
CHANDLER,AZ,85224,MUTUAL OF OMAHA BANK,AZ,0,120,11,2.0,0,0,1,0,N,N,220000.0,0.0,220000.0,187000.0,0
SUGAR HILL,GA,30319,CAPITAL PARTNERS CERT. DEVEL C,GA,713940,240,21,2.0,0,21,1,2,N,N,705000.0,0.0,705000.0,705000.0,0
WOODRIDGE,IL,60517,SIGNATURE BANK,IL,811121,120,175,1.0,0,175,0,1,N,N,2000000.0,0.0,2000000.0,1500000.0,0
ARLINGTON HTS,IL,60004,CAPITAL ONE NATL ASSOC,VA,541613,51,1,1.0,1,1,0,1,N,N,25000.0,0.0,25000.0,12500.0,1
BRIGHTON,MA,2135,CITIZENS BANK NATL ASSOC,MA,812310,48,1,1.0,0,0,1,0,N,Y,15000.0,0.0,15000.0,13500.0,0
SANTA ANA,CA,92705,MUFG UNION BANK NATL ASSOC,CA,337110,31,11,1.0,0,11,1,1,N,N,29699.0,0.0,15000.0,7500.0,0
SEVIERVILLE,TN,37876,CITIZENS NATIONAL BANK,TN,621310,60,2,2.0,5,5,0,1,N,N,40000.0,0.0,40000.0,20000.0,0
NEWTON,NJ,2860,SUSSEX BANK,NJ,811111,84,4,2.0,0,0,1,1,0,Y,60000.0,0.0,60000.0,48000.0,0
PARSONS,KS,67357,COMMERCIAL BANK,KS,332813,180,35,1.0,0,0,1,0,N,N,510000.0,0.0,510000.0,382500.0,0
LOS ANGELES,CA,90047,BBCN BANK,CA,0,300,4,1.0,0,0,1,0,N,N,212000.0,0.0,212000.0,180200.0,0
SAPPINGTON,MO,63141,BANK OF AMERICA NATL ASSOC,NC,423220,84,1,1.0,0,1,1,1,Y,N,30000.0,0.0,30000.0,15000.0,0
VISALIA,CA,93277,GE CAP. SMALL BUS. FINAN CORP,TX,0,73,1,1.0,0,0,1,0,0,N,260000.0,0.0,260000.0,182000.0,1
EAGLEVILLE,PA,19408,CITIZENS BANK NATL ASSOC,RI,333132,42,15,2.0,0,15,0,1,Y,N,15487.0,0.0,5000.0,2500.0,1
WILLMAR,MN,56201,MINNESOTA BUS. FINAN CORP,MN,0,240,11,1.0,11,0,43555,0,N,N,260000.0,0.0,260000.0,260000.0,0
AUSTIN,TX,78757,BANK OF AMERICA NATL ASSOC,NC,448130,34,4,1.0,0,4,1,1,Y,N,125100.0,0.0,85000.0,42500.0,1
SIMI VALLEY,CA,93063,CALIFORNIA UNITED BANK,CA,621340,85,7,2.0,0,0,1,1,0,Y,55000.0,0.0,55000.0,46750.0,0
ARLINGTON,TX,76010,COMMUNITY BANK,TX,0,84,11,1.0,0,0,1,0,N,N,220000.0,0.0,220000.0,180400.0,0
CLINTON,KY,42031,FIRST COMMUN BK OF WESTERN KEN,KY,112320,120,1,1.0,0,0,0,0,N,N,210000.0,0.0,210000.0,178500.0,0
BOISE,ID,83709,JPMORGAN CHASE BANK NATL ASSOC,OR,453220,120,19,2.0,0,0,1,0,N,N,110000.0,0.0,110000.0,82500.0,0
FORT LEE,NJ,7024,VALLEY NATIONAL BANK,NJ,453210,84,2,1.0,0,2,1,1,Y,N,83617.0,0.0,50000.0,25000.0,0
MINNEAPOLIS,MN,55445,ANCHOR BANK NATL ASSOC,MN,541330,84,6,1.0,0,0,1,1,0,Y,150000.0,0.0,150000.0,127500.0,0
FAYETTE,ME,4349,ANDROSCOGGIN SAVINGS BANK,ME,453910,164,2,2.0,2,0,1,2,0,N,115000.0,0.0,115000.0,57500.0,1
CHICAGO,IL,60659,CITIZENS BANK NATL ASSOC,RI,453220,56,3,1.0,0,3,1,1,N,N,48402.0,0.0,50000.0,25000.0,1
CINCINNATI,OH,45225,"PNC BANK, NATIONAL ASSOCIATION",OH,0,60,7,1.0,0,0,1,0,N,N,261251.0,0.0,275000.0,223190.0,0
HUNTINGDON,PA,16652,FIRST COMMONWEALTH BANK,PA,561730,84,3,1.0,0,1,1,0,0,N,20000.0,0.0,20000.0,17000.0,0
METAIRIE,LA,70006,JPMORGAN CHASE BANK NATL ASSOC,IL,622110,84,1,2.0,0,1,0,1,Y,N,50000.0,0.0,50000.0,25000.0,0
CINCINNATI,OH,45219,NORTH SIDE BANK & TRUST CO.,OH,0,60,15,1.0,0,0,1,1,0,Y,90000.0,0.0,90000.0,72000.0,0
GREAT FALLS,MT,59404,U.S. BANK NATIONAL ASSOCIATION,MT,233320,180,2,1.0,0,0,1,0,N,Y,75000.0,0.0,75000.0,67500.0,0
RIDGEFIELD (CENSUS NAME FOR RI,CT,6877,FAIRFIELD COUNTY BANK,CT,445310,48,3,1.0,0,3,1,1,Y,N,22500.0,0.0,15000.0,7500.0,0
MILL NECK,NY,11765,HSBC BK USA NATL ASSOC,VA,339112,49,1,2.0,0,1,0,2,Y,N,150000.0,0.0,100000.0,50000.0,1
AUSTIN,TX,78703,"SUPERIOR FINANCIAL GROUP, LLC",CA,711320,84,1,1.0,2,1,0,1,N,N,7500.0,0.0,7500.0,6750.0,1
MURRIETA,CA,92562,WELLS FARGO BANK NATL ASSOC,SD,422410,300,3,1.0,0,0,1,0,0,N,695000.0,0.0,717000.0,537750.0,0
HOUSTON,TX,77023,EAST WEST BANK,TX,0,3,47,1.0,0,0,1,0,0,N,300000.0,0.0,300000.0,225000.0,1
DES MOINES,IA,50313,IOWA BUSINESS GROWTH COMPANY,IA,337110,240,22,1.0,11,11,1,0,N,N,166000.0,0.0,166000.0,166000.0,0
ROCKLIN,CA,95677,U.S. BANK NATIONAL ASSOCIATION,OH,531390,57,13,2.0,0,13,0,1,Y,N,58292.0,0.0,40000.0,20000.0,1
ANCHORAGE,AK,99524,KEYBANK NATIONAL ASSOCIATION,OH,722211,104,10,1.0,0,10,0,1,N,N,220000.0,0.0,220000.0,165000.0,1
GLENVIEW,IL,60025,BANCO POPULAR NORTH AMERICA,NY,0,84,16,1.0,0,0,24850,0,0,N,125000.0,0.0,125000.0,93750.0,0
REDDING,CA,96003,SUPERIOR CALIFORNIA ECONOMIC D,CA,332322,240,16,1.0,0,16,1,1,N,N,365000.0,0.0,365000.0,365000.0,0
MONA,UT,84648,MOUNTAIN W. SMALL BUS. FINAN,UT,332992,240,55,2.0,20,0,1,2,0,N,1941000.0,0.0,1941000.0,1941000.0,0
MILLBRAE,CA,94030,WELLS FARGO BANK NATL ASSOC,SD,812990,84,1,1.0,0,1,0,1,Y,N,22157.0,0.0,20000.0,10000.0,0
HARRIMAN,NY,10926,EMPIRE ST. CERT. DEVEL CORP,NY,811111,240,17,1.0,11,6,1,0,N,N,166000.0,0.0,166000.0,166000.0,0
COPPELL,TX,75019,PROSPERITY BANK,TX,541110,84,1,2.0,0,0,1,0,0,N,144000.0,0.0,144000.0,108000.0,0
BILLINGS,MT,59102,FIRST INTERSTATE BANK,MT,422410,182,10,1.0,0,0,1,0,N,N,266000.0,0.0,266000.0,212800.0,0
LAS VEGAS,NV,89103,COMMUNITY BANK OF NEVADA,NV,541330,300,29,1.0,0,29,1,1,0,N,1425000.0,0.0,1425000.0,749991.0,0
HIDALGO,TX,78557,TEXAS ST. BANK A DIVISION OF,TX,422480,12,10,1.0,0,0,1,0,N,N,882000.0,0.0,882000.0,740880.0,0
SOMERSET,KY,42501,COMMONWEALTH SMALL BUS. DEVEL,KY,0,180,20,1.0,0,0,0,0,N,N,109000.0,0.0,109000.0,109000.0,0
FORT STOCKTON,TX,79731,U.S. BK NATL ASSOCIATION DBA P,CA,237310,36,10,1.0,2,0,1,2,0,N,60000.0,0.0,60000.0,30000.0,0
TOLEDO,OH,43606,KEYBANK NATIONAL ASSOCIATION,OH,0,12,45,1.0,0,0,1,0,0,N,100000.0,0.0,100000.0,50000.0,0
BROOK PARK,OH,44142,CITIZENS BANK NATL ASSOC,RI,811111,39,6,2.0,0,6,0,1,Y,N,35924.0,0.0,10000.0,5000.0,1
DOWNEY,CA,90240,BANK OF AMERICA CALIFORNIA N.A,CA,454210,84,2,1.0,0,0,1,0,Y,N,12748.0,0.0,12700.0,6350.0,0
SUGAR LAND,TX,77478,INNOVATIVE BANK,CA,541512,84,1,2.0,2,1,1,1,0,N,5000.0,0.0,5000.0,4250.0,0
PHILLIPSBURG,NJ,8865,BANK OF AMERICA NATL ASSOC,RI,453210,36,2,2.0,0,2,1,1,Y,N,5000.0,0.0,5000.0,2500.0,0
BALDWIN PARK,CA,91706,BANK OF AMERICA NATL ASSOC,NC,531210,74,13,1.0,3,13,0,1,T,N,35000.0,0.0,35000.0,17500.0,1
AVOCA,MI,48006,JPMORGAN CHASE BANK NATL ASSOC,IL,235420,84,12,1.0,2,1,0,1,Y,N,35347.0,0.0,20000.0,10000.0,0
NEW YORK,NY,10022,JPMORGAN CHASE BANK NATL ASSOC,IL,722110,31,6,1.0,0,6,1,2,Y,N,169226.0,0.0,50000.0,25000.0,1
Anchorage,AK,99515,KEYBANK NATIONAL ASSOCIATION,OH,812210,240,25,1.0,0,25,0,1,N,N,2000000.0,0.0,2000000.0,1500000.0,0
HOUSTON,TX,77063,FIRST BANK,MO,492110,84,4,1.0,1,4,1,1,0,N,125000.0,0.0,125000.0,62500.0,0
CANBY,OR,97013,COLUMBIA STATE BANK,OR,454312,90,2,2.0,1,2,1,1,0,N,235000.0,0.0,235000.0,176250.0,0
O'FALLON,MO,63366,INNOVATIVE BANK,CA,443111,84,1,1.0,2,1,1,1,0,N,5000.0,0.0,5000.0,2500.0,0
WEST GREENWICH,RI,2817,"BUSINESS LOAN CENTER, LLC",SC,722110,300,10,1.0,0,0,1,2,N,N,322000.0,0.0,322000.0,241500.0,0
CHARLOTTE,IA,52731,FIRST CENTRAL STATE BANK,IA,0,72,4,1.0,0,0,1,0,N,N,100000.0,0.0,100000.0,80000.0,0
NEW BERN,NC,28560,COMMUNITY W. BANK NATL ASSOC,CA,452990,120,1,2.0,5,1,1,1,0,N,135000.0,0.0,135000.0,114750.0,0
REDONDO BEACH,CA,90278,WILSHIRE BANK,CA,447190,120,9,1.0,0,9,1,1,0,N,154000.0,0.0,154000.0,115500.0,0
MINNEAPOLIS,MN,55406,ASSOCIATED BANK NATL ASSOC,MN,0,58,3,2.0,0,0,1,0,N,Y,83500.0,0.0,83500.0,75150.0,0
AUSTIN,TX,78758,WELLS FARGO BANK NATL ASSOC,SD,441120,300,2,1.0,0,2,1,1,0,N,825600.0,0.0,825600.0,619200.0,0
ATTLEBORO,MA,2703,BANK OF AMERICA NATL ASSOC,RI,811111,16,1,1.0,0,0,1,1,Y,N,59500.0,0.0,50000.0,25000.0,1
ALIQUIPPA,PA,15001,CITIZENS BANK NATL ASSOC,RI,238990,84,8,1.0,0,8,1,1,Y,N,177723.0,0.0,72000.0,36000.0,0
WILSON,NC,27893,SELF-HELP VENTURES FUND,NC,0,240,8,1.0,8,8,1,0,N,N,299000.0,0.0,299000.0,299000.0,0
MARION,PA,17235,SANTANDER BANK NATL ASSOC,PA,445230,84,4,1.0,1,4,1,1,0,N,80000.0,0.0,80000.0,40000.0,0
RICHLAND HILLS,TX,76118,FROST BANK,TX,235610,84,2,2.0,0,0,1,0,N,N,98000.0,0.0,98000.0,88200.0,0
TWIN FALLS,ID,83303,KEYBANK NATIONAL ASSOCIATION,ID,336212,120,90,1.0,0,0,1,0,N,N,450000.0,0.0,450000.0,382500.0,0
SEYMOUR,TN,37865,BANCO POPULAR NORTH AMERICA,NY,561210,126,1,2.0,4,1,1,1,0,N,210500.0,0.0,210500.0,157875.0,1
WEST SACRAMENTO,CA,95691,FIRST BANK,CA,0,84,8,1.0,0,0,0,0,N,N,80000.0,0.0,80000.0,72000.0,1
DAYTON,OH,45402,KEYBANK NATIONAL ASSOCIATION,OH,0,63,8,1.0,0,0,1,0,N,N,25100.0,0.0,25100.0,20080.0,0
BISMARCK,ND,58501,WELLS FARGO BANK NATL ASSOC,ND,335122,48,1,2.0,0,0,1,0,N,Y,50000.0,0.0,50000.0,40000.0,0
KANSAS CITY,KS,66103,COMMUNITY FIRST BANK,KS,335121,84,3,1.0,0,0,1,1,N,N,60000.0,0.0,60000.0,48000.0,0
MIAMI,FL,33158,CAPITAL ONE NATL ASSOC,VA,531210,62,1,1.0,0,1,0,1,Y,N,26858.0,0.0,15000.0,7500.0,1
PEORIA,IL,61615,REGIONS BANK,IL,0,84,6,2.0,0,0,1,0,N,N,107000.0,0.0,107000.0,74900.0,0
MIDLAND,TX,79701,WELLS FARGO BANK NATL ASSOC,CO,621340,52,12,1.0,12,12,1,1,Y,N,53000.0,0.0,50000.0,25000.0,0
ANCHORAGE,AK,99502,KEYBANK NATIONAL ASSOCIATION,AK,0,240,19,1.0,0,0,1,0,N,N,750000.0,0.0,750000.0,637500.0,0
Boston,MA,2116,SALEM FIVE CENTS SAVINGS BANK,MA,541990,48,12,2.0,4,12,0,1,N,N,135000.0,0.0,135000.0,121500.0,0
PHILEDELPHIA,PA,19147,"PNC BANK, NATIONAL ASSOCIATION",PA,541511,84,5,1.0,0,0,1,1,0,Y,79000.0,0.0,79000.0,63200.0,0
MADISON,WI,53711,ASSOCIATED BANK NATL ASSOC,WI,0,84,1,2.0,0,0,1,0,N,N,177000.0,0.0,177000.0,150450.0,0
ALPHARETTA,GA,30005,BRANCH BK. & TR CO,NC,335999,33,21,1.0,8,21,1,1,0,N,577000.0,0.0,577000.0,432750.0,1
OAKLAND,CA,94610,CALIFORNIA BANK & TRUST,CA,621210,120,13,1.0,20,13,1,1,0,N,550000.0,0.0,550000.0,412500.0,0
WILMINGTON,CA,90744,"CITIBANK, N.A.",SD,332323,84,6,1.0,0,6,1,1,Y,N,64500.0,0.0,30000.0,15000.0,0
BRANDON,MS,39042,PEOPLES BANK,MS,112320,179,2,1.0,0,0,1,1,N,N,65000.0,0.0,65000.0,55250.0,0
HAYS,KS,67601,EMPRISE BANK,KS,0,192,30,1.0,0,0,1,0,N,N,204000.0,0.0,204000.0,163200.0,0
STOCKTON,CA,95202,"WACHOVIA SBA LENDING, INC.",CA,0,300,3,1.0,0,3,1,1,0,N,135000.0,0.0,135000.0,101250.0,0
COLCHESTER,VT,5446,"TD BANK, NATIONAL ASSOCIATION",DE,422130,84,8,1.0,0,8,1,1,0,N,200000.0,0.0,250000.0,187500.0,0
GRIFFIN,GA,30223,UNITED BANK,GA,0,240,60,1.0,0,0,1,0,N,N,500000.0,0.0,500000.0,375000.0,0
PACOIMA,CA,91331,CATHAY BANK,CA,0,108,3,2.0,0,0,1,0,N,N,136000.0,0.0,136000.0,122400.0,0
OMAHA,NE,68102,FIRST NATIONAL BANK OF OMAHA,NE,722211,35,4,2.0,0,0,68020,1,0,Y,61300.0,0.0,61300.0,52105.0,1
SAN DIEGO,CA,92102,WELLS FARGO BANK NATL ASSOC,SD,621210,16,16,1.0,0,16,1,1,0,N,883000.0,0.0,883000.0,662250.0,1
GOLDSBORO,NC,27534,BRANCH BK. & TR CO,NC,561310,17,12,1.0,0,0,1,0,Y,N,350000.0,0.0,350000.0,262500.0,0
CHARLOTTE,NC,28277,BANK OF AMERICA NATL ASSOC,NC,722110,90,45,2.0,0,0,1,1,N,N,200000.0,0.0,200000.0,150000.0,0
MEADE,KS,67864,FOWLER STATE BANK,KS,238210,60,3,2.0,0,0,1,2,0,Y,48500.0,0.0,48500.0,41225.0,0
NORTH BERGEN,NJ,7087,"PNC BANK, NATIONAL ASSOCIATION",KY,0,24,60,2.0,0,0,1,0,Y,N,45000.0,0.0,30000.0,15000.0,0
NEWPORT,VT,5855,COMMUNITY NATIONAL BANK,VT,812921,84,7,1.0,0,0,1,2,N,N,275000.0,0.0,350000.0,262500.0,0
PORTLAND,OR,97236,U.S. BANK NATIONAL ASSOCIATION,OH,448140,63,2,2.0,0,2,0,1,Y,N,86473.0,0.0,35000.0,17500.0,1
GILBERT,AZ,85233,JPMORGAN CHASE BANK NATL ASSOC,IL,522292,44,2,1.0,0,2,0,1,Y,N,174621.0,0.0,50000.0,25000.0,1
